Data,Czas,Data,Produkt,ISIN,Opis,Kurs,Zmiana,,Saldo,,Identyfikator zlecenia
07-10-2020,00:00,06-10-2020,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,Zmiana ceny funduszu gotówkowego (EUR),,EUR,"-0,12",EUR,"1152,04",
06-10-2020,12:03,05-10-2020,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,"Konwersja funduszu gotówkowego: Zakup 1 144,2151 przy  0,9835 EUR",,,,EUR,"1152,16",
05-10-2020,00:00,04-10-2020,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,Zmiana ceny funduszu gotówkowego (EUR),,EUR,"-0,00",EUR,"1152,16",
02-10-2020,00:00,01-10-2020,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,Zmiana ceny funduszu gotówkowego (EUR),,EUR,"0,00",EUR,"1152,16",
01-10-2020,19:21,01-10-2020,TESLA MOTORS INC. - C,US88160R1014,FX Withdrawal,"1,1757",USD,"-446,00",USD,"0,00",07040383-5dfe-48e4-8a9a-575d8043f5c4
01-10-2020,19:21,01-10-2020,TESLA MOTORS INC. - C,US88160R1014,FX Credit,,EUR,"379,36",EUR,"1152,16",07040383-5dfe-48e4-8a9a-575d8043f5c4
01-10-2020,19:21,01-10-2020,TESLA MOTORS INC. - C,US88160R1014,DEGIRO Opłata Transakcyjna,,EUR,"-0,50",EUR,"772,80",07040383-5dfe-48e4-8a9a-575d8043f5c4
01-10-2020,19:21,01-10-2020,TESLA MOTORS INC. - C,US88160R1014,Sprzedaż 1 TESLA MOTORS INC. - C@446 USD (US88160R1014),,USD,"446,00",USD,"446,00",07040383-5dfe-48e4-8a9a-575d8043f5c4
01-10-2020,15:36,01-10-2020,TESLA MOTORS INC. - C,US88160R1014,FX Withdrawal,"1,1758",USD,"-878,42",USD,"0,00",15b9b3eb-4141-4e12-bf42-048b8f42af1f
01-10-2020,15:36,01-10-2020,TESLA MOTORS INC. - C,US88160R1014,FX Credit,,EUR,"747,10",EUR,"773,30",15b9b3eb-4141-4e12-bf42-048b8f42af1f
01-10-2020,15:36,01-10-2020,TESLA MOTORS INC. - C,US88160R1014,DEGIRO Opłata Transakcyjna,,EUR,"-0,50",EUR,"26,20",15b9b3eb-4141-4e12-bf42-048b8f42af1f
01-10-2020,15:36,01-10-2020,TESLA MOTORS INC. - C,US88160R1014,DEGIRO Opłata Transakcyjna,,EUR,"-0,01",EUR,"26,70",15b9b3eb-4141-4e12-bf42-048b8f42af1f
01-10-2020,15:36,01-10-2020,TESLA MOTORS INC. - C,US88160R1014,"Sprzedaż 2 TESLA MOTORS INC. - C@439,21 USD (US88160R1014)",,USD,"878,42",USD,"878,42",15b9b3eb-4141-4e12-bf42-048b8f42af1f
01-10-2020,00:00,30-09-2020,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,Zmiana ceny funduszu gotówkowego (EUR),,EUR,"-0,00",EUR,"26,71",
28-09-2020,00:00,27-09-2020,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,Zmiana ceny funduszu gotówkowego (EUR),,EUR,"-0,00",EUR,"26,71",
22-09-2020,12:03,21-09-2020,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,"Konwersja funduszu gotówkowego: Sprzedaż 199,1869 przy 0,9838 EUR",,EUR,"0,02",EUR,"26,72",
22-09-2020,00:00,21-09-2020,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,Zmiana ceny funduszu gotówkowego (EUR),,EUR,"-0,02",EUR,"26,70",
21-09-2020,16:06,21-09-2020,SNOWFLAKE INC-CLASS A,US8334451098,FX Credit,"1,1741",USD,"229,50",USD,"0,00",1173cba9-5610-4785-92ae-07fe9abb0f93
21-09-2020,16:06,21-09-2020,SNOWFLAKE INC-CLASS A,US8334451098,FX Withdrawal,,EUR,"-195,46",EUR,"26,72",1173cba9-5610-4785-92ae-07fe9abb0f93
21-09-2020,16:06,21-09-2020,SNOWFLAKE INC-CLASS A,US8334451098,DEGIRO Opłata Transakcyjna,,EUR,"-0,50",EUR,"222,18",1173cba9-5610-4785-92ae-07fe9abb0f93
21-09-2020,16:06,21-09-2020,SNOWFLAKE INC-CLASS A,US8334451098,"Kupno 1 SNOWFLAKE INC-CLASS A@229,5 USD (US8334451098)",,USD,"-229,50",USD,"-229,50",1173cba9-5610-4785-92ae-07fe9abb0f93
18-09-2020,12:17,17-09-2020,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,"Konwersja funduszu gotówkowego: Sprzedaż 397,0928 przy 0,9838 EUR",,,,EUR,"222,68",
17-09-2020,15:30,17-09-2020,SNOWFLAKE INC-CLASS A,US8334451098,FX Credit,"1,1790",USD,"460,00",USD,"0,00",f99f6980-bac0-4c8f-843f-dc4cdd03787f
17-09-2020,15:30,17-09-2020,SNOWFLAKE INC-CLASS A,US8334451098,FX Withdrawal,,EUR,"-390,15",EUR,"222,68",f99f6980-bac0-4c8f-843f-dc4cdd03787f
17-09-2020,15:30,17-09-2020,SNOWFLAKE INC-CLASS A,US8334451098,DEGIRO Opłata Transakcyjna,,EUR,"-0,50",EUR,"612,83",f99f6980-bac0-4c8f-843f-dc4cdd03787f
17-09-2020,15:30,17-09-2020,SNOWFLAKE INC-CLASS A,US8334451098,DEGIRO Opłata Transakcyjna,,EUR,"-0,01",EUR,"613,33",f99f6980-bac0-4c8f-843f-dc4cdd03787f
17-09-2020,15:30,17-09-2020,SNOWFLAKE INC-CLASS A,US8334451098,Kupno 2 SNOWFLAKE INC-CLASS A@230 USD (US8334451098),,USD,"-460,00",USD,"-460,00",f99f6980-bac0-4c8f-843f-dc4cdd03787f
17-09-2020,12:03,16-09-2020,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,"Konwersja funduszu gotówkowego: Zakup 429,8637 przy  0,9838 EUR",,,,EUR,"613,34",
16-09-2020,21:52,16-09-2020,TESLA MOTORS INC. - C,US88160R1014,FX Withdrawal,"1,1809",USD,"-441,32",USD,"0,00",b239bb3c-fd64-42ca-abd8-2a4887d5b82a
16-09-2020,21:52,16-09-2020,TESLA MOTORS INC. - C,US88160R1014,FX Credit,,EUR,"373,72",EUR,"613,34",b239bb3c-fd64-42ca-abd8-2a4887d5b82a
16-09-2020,21:52,16-09-2020,TESLA MOTORS INC. - C,US88160R1014,DEGIRO Opłata Transakcyjna,,EUR,"-0,50",EUR,"239,62",b239bb3c-fd64-42ca-abd8-2a4887d5b82a
16-09-2020,21:52,16-09-2020,TESLA MOTORS INC. - C,US88160R1014,"Sprzedaż 1 TESLA MOTORS INC. - C@441,32 USD (US88160R1014)",,USD,"441,32",USD,"441,32",b239bb3c-fd64-42ca-abd8-2a4887d5b82a
16-09-2020,12:03,15-09-2020,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,"Konwersja funduszu gotówkowego: Sprzedaż 139,1683 przy 0,9838 EUR",,,,EUR,"240,12",
16-09-2020,08:22,15-09-2020,,,FX Withdrawal,,EUR,"49,68",EUR,"240,12",
16-09-2020,08:22,15-09-2020,,,FX Withdrawal,"4,4563",PLN,"-221,40",PLN,"0,00",
15-09-2020,16:58,15-09-2020,ALPHABET INC. - CLASS A,US02079K3059,FX Credit,"1,1841",USD,"1541,00",USD,"0,00",983a32ff-307a-44ea-b811-9be329ea6301
15-09-2020,16:58,15-09-2020,ALPHABET INC. - CLASS A,US02079K3059,FX Withdrawal,,EUR,"-1301,39",EUR,"190,44",983a32ff-307a-44ea-b811-9be329ea6301
15-09-2020,16:58,15-09-2020,ALPHABET INC. - CLASS A,US02079K3059,DEGIRO Opłata Transakcyjna,,EUR,"-0,50",EUR,"1491,83",983a32ff-307a-44ea-b811-9be329ea6301
15-09-2020,16:58,15-09-2020,ALPHABET INC. - CLASS A,US02079K3059,Kupno 1 ALPHABET INC. - CLASS A@1 541 USD (US02079K3059),,USD,"-1541,00",USD,"-1541,00",983a32ff-307a-44ea-b811-9be329ea6301
15-09-2020,16:57,15-09-2020,TESLA MOTORS INC. - C,US88160R1014,FX Withdrawal,"1,1867",USD,"-1326,33",USD,"0,00",1bd6cdc6-31fa-45ab-af94-8cd592561b0d
15-09-2020,16:57,15-09-2020,TESLA MOTORS INC. - C,US88160R1014,FX Credit,,EUR,"1117,68",EUR,"1492,33",1bd6cdc6-31fa-45ab-af94-8cd592561b0d
15-09-2020,16:57,15-09-2020,TESLA MOTORS INC. - C,US88160R1014,DEGIRO Opłata Transakcyjna,,EUR,"-0,50",EUR,"374,65",1bd6cdc6-31fa-45ab-af94-8cd592561b0d
15-09-2020,16:57,15-09-2020,TESLA MOTORS INC. - C,US88160R1014,DEGIRO Opłata Transakcyjna,,EUR,"-0,01",EUR,"375,15",1bd6cdc6-31fa-45ab-af94-8cd592561b0d
15-09-2020,16:57,15-09-2020,TESLA MOTORS INC. - C,US88160R1014,"Sprzedaż 3 TESLA MOTORS INC. - C@442,11 USD (US88160R1014)",,USD,"1326,33",USD,"1326,33",1bd6cdc6-31fa-45ab-af94-8cd592561b0d
15-09-2020,16:17,15-09-2020,MICROSOFT CORPORATION,US5949181045,FX Credit,"1,1832",USD,"416,14",USD,"0,00",c7871143-c235-41ae-971d-94dc66b9e470
15-09-2020,16:17,15-09-2020,MICROSOFT CORPORATION,US5949181045,FX Withdrawal,,EUR,"-351,70",EUR,"375,16",c7871143-c235-41ae-971d-94dc66b9e470
15-09-2020,16:17,15-09-2020,MICROSOFT CORPORATION,US5949181045,DEGIRO Opłata Transakcyjna,,EUR,"-0,50",EUR,"726,86",c7871143-c235-41ae-971d-94dc66b9e470
15-09-2020,16:17,15-09-2020,MICROSOFT CORPORATION,US5949181045,DEGIRO Opłata Transakcyjna,,EUR,"-0,01",EUR,"727,36",c7871143-c235-41ae-971d-94dc66b9e470
15-09-2020,16:17,15-09-2020,MICROSOFT CORPORATION,US5949181045,"Kupno 2 MICROSOFT CORPORATION@208,07 USD (US5949181045)",,USD,"-416,14",USD,"-416,14",c7871143-c235-41ae-971d-94dc66b9e470
15-09-2020,16:17,15-09-2020,EUR/PLN,,FX Withdrawal,"4,4461",PLN,"-1778,60",PLN,"221,40",
15-09-2020,16:17,15-09-2020,EUR/PLN,,FX Credit,,EUR,"400,00",EUR,"727,37",
15-09-2020,12:50,15-09-2020,,,Depozyt,,PLN,"1000,00",PLN,"2000,00",
15-09-2020,12:50,15-09-2020,,,Depozyt,,PLN,"1000,00",PLN,"1000,00",
15-09-2020,12:03,14-09-2020,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,"Konwersja funduszu gotówkowego: Zakup 160,9207 przy  0,9838 EUR",,,,EUR,"327,37",
14-09-2020,16:36,14-09-2020,MICROSOFT CORPORATION,US5949181045,FX Credit,"1,1865",USD,"416,68",USD,"0,00",62fc5ce3-a585-414d-bd53-23923307f162
14-09-2020,16:36,14-09-2020,MICROSOFT CORPORATION,US5949181045,FX Withdrawal,,EUR,"-351,18",EUR,"327,37",62fc5ce3-a585-414d-bd53-23923307f162
14-09-2020,16:36,14-09-2020,MICROSOFT CORPORATION,US5949181045,DEGIRO Opłata Transakcyjna,,EUR,"-0,50",EUR,"678,55",62fc5ce3-a585-414d-bd53-23923307f162
14-09-2020,16:36,14-09-2020,MICROSOFT CORPORATION,US5949181045,DEGIRO Opłata Transakcyjna,,EUR,"-0,01",EUR,"679,05",62fc5ce3-a585-414d-bd53-23923307f162
14-09-2020,16:36,14-09-2020,MICROSOFT CORPORATION,US5949181045,"Kupno 2 MICROSOFT CORPORATION@208,34 USD (US5949181045)",,USD,"-416,68",USD,"-416,68",62fc5ce3-a585-414d-bd53-23923307f162
14-09-2020,16:35,14-09-2020,APPLE INC. - COMMON ST,US0378331005,FX Credit,"1,1867",USD,"458,44",USD,"0,00",b8dd4eb0-6562-4a78-8c2b-3f3b4f76efb4
14-09-2020,16:35,14-09-2020,APPLE INC. - COMMON ST,US0378331005,FX Withdrawal,,EUR,"-386,31",EUR,"679,06",b8dd4eb0-6562-4a78-8c2b-3f3b4f76efb4
14-09-2020,16:35,14-09-2020,APPLE INC. - COMMON ST,US0378331005,DEGIRO Opłata Transakcyjna,,EUR,"-0,50",EUR,"1065,37",b8dd4eb0-6562-4a78-8c2b-3f3b4f76efb4
14-09-2020,16:35,14-09-2020,APPLE INC. - COMMON ST,US0378331005,DEGIRO Opłata Transakcyjna,,EUR,"-0,01",EUR,"1065,87",b8dd4eb0-6562-4a78-8c2b-3f3b4f76efb4
14-09-2020,16:35,14-09-2020,APPLE INC. - COMMON ST,US0378331005,"Kupno 4 APPLE INC. - COMMON ST@114,61 USD (US0378331005)",,USD,"-458,44",USD,"-458,44",b8dd4eb0-6562-4a78-8c2b-3f3b4f76efb4
14-09-2020,16:34,14-09-2020,TESLA MOTORS INC. - C,US88160R1014,FX Withdrawal,"1,1891",USD,"-1181,01",USD,"0,00",db6d0505-274a-4988-9e0e-cc1563739c26
14-09-2020,16:34,14-09-2020,TESLA MOTORS INC. - C,US88160R1014,FX Credit,,EUR,"993,21",EUR,"1065,88",db6d0505-274a-4988-9e0e-cc1563739c26
14-09-2020,16:34,14-09-2020,TESLA MOTORS INC. - C,US88160R1014,DEGIRO Opłata Transakcyjna,,EUR,"-0,50",EUR,"72,67",db6d0505-274a-4988-9e0e-cc1563739c26
14-09-2020,16:34,14-09-2020,TESLA MOTORS INC. - C,US88160R1014,DEGIRO Opłata Transakcyjna,,EUR,"-0,01",EUR,"73,17",db6d0505-274a-4988-9e0e-cc1563739c26
14-09-2020,16:34,14-09-2020,TESLA MOTORS INC. - C,US88160R1014,"Sprzedaż 3 TESLA MOTORS INC. - C@393,67 USD (US88160R1014)",,USD,"1181,01",USD,"1181,01",db6d0505-274a-4988-9e0e-cc1563739c26
14-09-2020,15:35,14-09-2020,APPLE INC. - COMMON ST,US0378331005,FX Credit,"1,1865",USD,"113,85",USD,"0,00",d8cb1090-eeff-4560-bd92-3bf53bdb0017
14-09-2020,15:35,14-09-2020,APPLE INC. - COMMON ST,US0378331005,FX Withdrawal,,EUR,"-95,95",EUR,"73,18",d8cb1090-eeff-4560-bd92-3bf53bdb0017
14-09-2020,15:35,14-09-2020,APPLE INC. - COMMON ST,US0378331005,DEGIRO Opłata Transakcyjna,,EUR,"-0,50",EUR,"169,13",d8cb1090-eeff-4560-bd92-3bf53bdb0017
14-09-2020,15:35,14-09-2020,APPLE INC. - COMMON ST,US0378331005,"Kupno 1 APPLE INC. - COMMON ST@113,85 USD (US0378331005)",,USD,"-113,85",USD,"-113,85",d8cb1090-eeff-4560-bd92-3bf53bdb0017
14-09-2020,00:00,13-09-2020,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,Zmiana ceny funduszu gotówkowego (EUR),,EUR,"-0,02",EUR,"169,63",
12-09-2020,08:46,11-09-2020,,,FX Withdrawal,,EUR,"0,59",EUR,"169,65",
12-09-2020,08:46,11-09-2020,,,FX Withdrawal,"1,1857",USD,"-0,71",USD,"0,00",
11-09-2020,08:20,10-09-2020,MICROSOFT CORPORATION,US5949181045,Dywidenda,,USD,"1,02",USD,"0,71",
11-09-2020,08:20,10-09-2020,MICROSOFT CORPORATION,US5949181045,Podatek Dywidendowy,,USD,"-0,31",USD,"-0,31",
10-09-2020,12:03,09-09-2020,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,"Konwersja funduszu gotówkowego: Sprzedaż 0,0625 przy 0,9839 EUR",,,,EUR,"169,06",
09-09-2020,12:03,08-09-2020,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,"Konwersja funduszu gotówkowego: Sprzedaż 614,5122 przy 0,9839 EUR",,,,EUR,"169,06",
08-09-2020,15:31,08-09-2020,TESLA MOTORS INC. - C,US88160R1014,FX Credit,"1,1768",USD,"711,00",USD,"0,00",6515ac46-34e1-4356-ae2d-e5bba41c584a
08-09-2020,15:31,08-09-2020,TESLA MOTORS INC. - C,US88160R1014,FX Withdrawal,,EUR,"-604,17",EUR,"169,06",6515ac46-34e1-4356-ae2d-e5bba41c584a
08-09-2020,15:31,08-09-2020,TESLA MOTORS INC. - C,US88160R1014,DEGIRO Opłata Transakcyjna,,EUR,"-0,50",EUR,"773,23",6515ac46-34e1-4356-ae2d-e5bba41c584a
08-09-2020,15:31,08-09-2020,TESLA MOTORS INC. - C,US88160R1014,DEGIRO Opłata Transakcyjna,,EUR,"-0,01",EUR,"773,73",6515ac46-34e1-4356-ae2d-e5bba41c584a
08-09-2020,15:31,08-09-2020,TESLA MOTORS INC. - C,US88160R1014,"Kupno 2 TESLA MOTORS INC. - C@355,5 USD (US88160R1014)",,USD,"-711,00",USD,"-711,00",6515ac46-34e1-4356-ae2d-e5bba41c584a
08-09-2020,00:00,07-09-2020,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,Zmiana ceny funduszu gotówkowego (EUR),,EUR,"-0,08",EUR,"773,74",
07-09-2020,12:03,04-09-2020,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,"Konwersja funduszu gotówkowego: Sprzedaż 859,0236 przy 0,984 EUR",,,,EUR,"773,82",
04-09-2020,12:04,03-09-2020,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,"Konwersja funduszu gotówkowego: Zakup 406,7167 przy  0,984 EUR",,,,EUR,"773,82",
04-09-2020,07:45,03-09-2020,ALLIANZ CHINA EQUITY-P USD I,LU0348832204,FX Credit,"1,1836",USD,"990,66",USD,"0,00",92014a26-cacd-490f-8481-8146aab2e3fa
04-09-2020,07:45,03-09-2020,ALLIANZ CHINA EQUITY-P USD I,LU0348832204,FX Withdrawal,,EUR,"-836,98",EUR,"773,82",92014a26-cacd-490f-8481-8146aab2e3fa
04-09-2020,07:45,03-09-2020,ALLIANZ CHINA EQUITY-P USD I,LU0348832204,DEGIRO Opłata Transakcyjna,,EUR,"-7,50",EUR,"1610,80",92014a26-cacd-490f-8481-8146aab2e3fa
04-09-2020,07:45,03-09-2020,ALLIANZ CHINA EQUITY-P USD I,LU0348832204,DEGIRO Opłata Transakcyjna,,EUR,"-0,84",EUR,"1618,30",92014a26-cacd-490f-8481-8146aab2e3fa
04-09-2020,07:45,03-09-2020,ALLIANZ CHINA EQUITY-P USD I,LU0348832204,"Kupno 0,552 ALLIANZ CHINA EQUITY-P USD I@1 794,68 USD (LU0348832204)",,USD,"-990,66",USD,"-990,66",92014a26-cacd-490f-8481-8146aab2e3fa
03-09-2020,21:15,03-09-2020,APPLE INC. - COMMON ST,US0378331005,FX Credit,"1,1843",USD,"365,22",USD,"0,01",1ef8705d-f8e6-4029-babb-69fe6319d8c4
03-09-2020,21:15,03-09-2020,APPLE INC. - COMMON ST,US0378331005,FX Withdrawal,,EUR,"-308,38",EUR,"1619,14",1ef8705d-f8e6-4029-babb-69fe6319d8c4
03-09-2020,21:15,03-09-2020,APPLE INC. - COMMON ST,US0378331005,DEGIRO Opłata Transakcyjna,,EUR,"-0,50",EUR,"1927,52",1ef8705d-f8e6-4029-babb-69fe6319d8c4
03-09-2020,21:15,03-09-2020,APPLE INC. - COMMON ST,US0378331005,DEGIRO Opłata Transakcyjna,,EUR,"-0,01",EUR,"1928,02",1ef8705d-f8e6-4029-babb-69fe6319d8c4
03-09-2020,21:15,03-09-2020,APPLE INC. - COMMON ST,US0378331005,"Kupno 3 APPLE INC. - COMMON ST@121,74 USD (US0378331005)",,USD,"-365,22",USD,"-365,21",1ef8705d-f8e6-4029-babb-69fe6319d8c4
03-09-2020,17:05,03-09-2020,TESLA MOTORS INC. - C,US88160R1014,FX Credit,"1,1820",USD,"816,18",USD,"0,01",3d910fea-710f-46b6-bb97-33d6e245cf0c
03-09-2020,17:05,03-09-2020,TESLA MOTORS INC. - C,US88160R1014,FX Withdrawal,,EUR,"-690,49",EUR,"1928,03",3d910fea-710f-46b6-bb97-33d6e245cf0c
03-09-2020,17:05,03-09-2020,TESLA MOTORS INC. - C,US88160R1014,DEGIRO Opłata Transakcyjna,,EUR,"-0,50",EUR,"2618,52",3d910fea-710f-46b6-bb97-33d6e245cf0c
03-09-2020,17:05,03-09-2020,TESLA MOTORS INC. - C,US88160R1014,DEGIRO Opłata Transakcyjna,,EUR,"-0,01",EUR,"2619,02",3d910fea-710f-46b6-bb97-33d6e245cf0c
03-09-2020,17:05,03-09-2020,TESLA MOTORS INC. - C,US88160R1014,"Kupno 2 TESLA MOTORS INC. - C@408,088 USD (US88160R1014)",,USD,"-816,18",USD,"-816,17",3d910fea-710f-46b6-bb97-33d6e245cf0c
03-09-2020,17:05,03-09-2020,ALPHABET INC. - CLASS A,US02079K3059,FX Withdrawal,"1,1844",USD,"-1658,21",USD,"0,00",c4bb4244-2b94-4e7c-8cb8-2dc0935f480a
03-09-2020,17:05,03-09-2020,ALPHABET INC. - CLASS A,US02079K3059,FX Credit,,EUR,"1400,06",EUR,"2619,03",c4bb4244-2b94-4e7c-8cb8-2dc0935f480a
03-09-2020,17:05,03-09-2020,ALPHABET INC. - CLASS A,US02079K3059,DEGIRO Opłata Transakcyjna,,EUR,"-0,50",EUR,"1218,97",c4bb4244-2b94-4e7c-8cb8-2dc0935f480a
03-09-2020,17:05,03-09-2020,ALPHABET INC. - CLASS A,US02079K3059,"Sprzedaż 1 ALPHABET INC. - CLASS A@1 658,21 USD (US02079K3059)",,USD,"1658,21",USD,"1658,21",c4bb4244-2b94-4e7c-8cb8-2dc0935f480a
03-09-2020,12:04,02-09-2020,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,"Konwersja funduszu gotówkowego: Sprzedaż 2 676,5979 przy 0,9841 EUR",,EUR,"0,27",EUR,"1219,47",
03-09-2020,08:43,02-09-2020,,,FX Withdrawal,,EUR,"0,58",EUR,"1219,20",
03-09-2020,08:43,02-09-2020,,,FX Withdrawal,"1,1867",USD,"-0,69",USD,"0,00",
03-09-2020,00:00,02-09-2020,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,Zmiana ceny funduszu gotówkowego (EUR),,EUR,"-0,39",EUR,"1218,62",
02-09-2020,18:01,02-09-2020,TESLA MOTORS INC. - C,US88160R1014,FX Credit,"1,1828",USD,"436,60",USD,"0,69",978fd429-c6ed-486b-b1b0-5762f1ab1669
02-09-2020,18:01,02-09-2020,TESLA MOTORS INC. - C,US88160R1014,FX Withdrawal,,EUR,"-369,12",EUR,"1219,01",978fd429-c6ed-486b-b1b0-5762f1ab1669
02-09-2020,18:01,02-09-2020,TESLA MOTORS INC. - C,US88160R1014,DEGIRO Opłata Transakcyjna,,EUR,"-0,50",EUR,"1588,13",978fd429-c6ed-486b-b1b0-5762f1ab1669
02-09-2020,18:01,02-09-2020,TESLA MOTORS INC. - C,US88160R1014,"Kupno 1 TESLA MOTORS INC. - C@436,6 USD (US88160R1014)",,USD,"-436,60",USD,"-435,91",978fd429-c6ed-486b-b1b0-5762f1ab1669
02-09-2020,17:27,02-09-2020,TESLA MOTORS INC. - C,US88160R1014,FX Credit,"1,1818",USD,"1276,41",USD,"0,69",abaeba40-0bc9-4722-a564-1fa70d491826
02-09-2020,17:27,02-09-2020,TESLA MOTORS INC. - C,US88160R1014,FX Withdrawal,,EUR,"-1080,04",EUR,"1588,63",abaeba40-0bc9-4722-a564-1fa70d491826
02-09-2020,17:27,02-09-2020,TESLA MOTORS INC. - C,US88160R1014,DEGIRO Opłata Transakcyjna,,EUR,"-0,50",EUR,"2668,67",abaeba40-0bc9-4722-a564-1fa70d491826
02-09-2020,17:27,02-09-2020,TESLA MOTORS INC. - C,US88160R1014,DEGIRO Opłata Transakcyjna,,EUR,"-0,01",EUR,"2669,17",abaeba40-0bc9-4722-a564-1fa70d491826
02-09-2020,17:27,02-09-2020,TESLA MOTORS INC. - C,US88160R1014,"Kupno 3 TESLA MOTORS INC. - C@425,47 USD (US88160R1014)",,USD,"-1276,41",USD,"-1275,72",abaeba40-0bc9-4722-a564-1fa70d491826
02-09-2020,15:51,02-09-2020,TESLA MOTORS INC. - C,US88160R1014,FX Credit,"1,1819",USD,"454,31",USD,"0,69",41c7069b-8b68-4942-953c-e72ce8e81534
02-09-2020,15:51,02-09-2020,TESLA MOTORS INC. - C,US88160R1014,FX Withdrawal,,EUR,"-384,38",EUR,"2669,18",41c7069b-8b68-4942-953c-e72ce8e81534
02-09-2020,15:51,02-09-2020,TESLA MOTORS INC. - C,US88160R1014,DEGIRO Opłata Transakcyjna,,EUR,"-0,50",EUR,"3053,56",41c7069b-8b68-4942-953c-e72ce8e81534
02-09-2020,15:51,02-09-2020,TESLA MOTORS INC. - C,US88160R1014,"Kupno 1 TESLA MOTORS INC. - C@454,31 USD (US88160R1014)",,USD,"-454,31",USD,"-453,62",41c7069b-8b68-4942-953c-e72ce8e81534
02-09-2020,15:32,02-09-2020,TESLA MOTORS INC. - C,US88160R1014,FX Credit,"1,1820",USD,"943,82",USD,"0,69",af9bc4c9-70c4-43bb-8210-b78a0c6e9c73
02-09-2020,15:32,02-09-2020,TESLA MOTORS INC. - C,US88160R1014,FX Withdrawal,,EUR,"-798,48",EUR,"3054,06",af9bc4c9-70c4-43bb-8210-b78a0c6e9c73
02-09-2020,15:32,02-09-2020,TESLA MOTORS INC. - C,US88160R1014,DEGIRO Opłata Transakcyjna,,EUR,"-0,50",EUR,"3852,54",af9bc4c9-70c4-43bb-8210-b78a0c6e9c73
02-09-2020,15:32,02-09-2020,TESLA MOTORS INC. - C,US88160R1014,DEGIRO Opłata Transakcyjna,,EUR,"-0,01",EUR,"3853,04",af9bc4c9-70c4-43bb-8210-b78a0c6e9c73
02-09-2020,15:32,02-09-2020,TESLA MOTORS INC. - C,US88160R1014,"Kupno 2 TESLA MOTORS INC. - C@471,91 USD (US88160R1014)",,USD,"-943,82",USD,"-943,13",af9bc4c9-70c4-43bb-8210-b78a0c6e9c73
02-09-2020,12:03,01-09-2020,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,"Konwersja funduszu gotówkowego: Sprzedaż 836,3377 przy 0,9841 EUR",,,,EUR,"3853,05",
02-09-2020,09:08,01-09-2020,INTEL CORPORATION - CO,US4581401001,Dywidenda,,USD,"0,99",USD,"0,69",
02-09-2020,09:08,01-09-2020,INTEL CORPORATION - CO,US4581401001,Podatek Dywidendowy,,USD,"-0,30",USD,"-0,30",
01-09-2020,15:38,01-09-2020,TESLA MOTORS INC. - C,US88160R1014,FX Credit,"1,1963",USD,"984,00",USD,"0,00",241d6dd4-3f76-4655-8b13-c806ebde28f5
01-09-2020,15:38,01-09-2020,TESLA MOTORS INC. - C,US88160R1014,FX Withdrawal,,EUR,"-822,53",EUR,"3853,05",241d6dd4-3f76-4655-8b13-c806ebde28f5
01-09-2020,15:38,01-09-2020,TESLA MOTORS INC. - C,US88160R1014,DEGIRO Opłata Transakcyjna,,EUR,"-0,50",EUR,"4675,58",241d6dd4-3f76-4655-8b13-c806ebde28f5
01-09-2020,15:38,01-09-2020,TESLA MOTORS INC. - C,US88160R1014,DEGIRO Opłata Transakcyjna,,EUR,"-0,01",EUR,"4676,08",241d6dd4-3f76-4655-8b13-c806ebde28f5
01-09-2020,15:38,01-09-2020,TESLA MOTORS INC. - C,US88160R1014,Kupno 2 TESLA MOTORS INC. - C@492 USD (US88160R1014),,USD,"-984,00",USD,"-984,00",241d6dd4-3f76-4655-8b13-c806ebde28f5
01-09-2020,12:04,31-08-2020,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,"Konwersja funduszu gotówkowego: Sprzedaż 1 086,2818 przy 0,9841 EUR",,,,EUR,"4676,09",
31-08-2020,15:42,31-08-2020,APPLE INC. - COMMON ST,US0378331005,FX Credit,"1,1922",USD,"383,37",USD,"0,00",0b66a17f-13a3-4380-a603-5c325e08abac
31-08-2020,15:42,31-08-2020,APPLE INC. - COMMON ST,US0378331005,FX Withdrawal,,EUR,"-321,56",EUR,"4676,09",0b66a17f-13a3-4380-a603-5c325e08abac
